(1, 55, 1550)
(1, 60, 1549)
(1, 50, 1548)
(3, 55, 1548)
(1, 45, 1547)
(3, 60, 1546)
(5, 55, 1546)
(5, 60, 1542)
(1, 70, 1539)
(1, 40, 1537)
(3, 50, 1530)
(10, 55, 1529)
(1, 35, 1526)
(10, 60, 1523)
(1, 30, 1512)
(5, 50, 1501)
(3, 45, 1497)
(15, 55, 1492)
(15, 60, 1487)
(1, 25, 1459)
(20, 55, 1442)
(3, 70, 1439)
(20, 60, 1438)
(3, 40, 1418)
(25, 55, 1379)
(1, 20, 1374)
(25, 60, 1374)
(5, 45, 1371)
(30, 55, 1310)
(10, 50, 1306)
(30, 60, 1306)
(3, 35, 1296)
(5, 70, 1254)
(35, 55, 1248)
(35, 60, 1241)
(1, 15, 1216)
(5, 40, 1213)
(3, 30, 1170)
(15, 50, 1124)
(50, 55, 1091)
(50, 60, 1087)
(10, 45, 1052)
(5, 35, 1048)
(60, 60, 1010)
(3, 25, 1004)
(60, 55, 1003)
(1, 10, 972)
(20, 50, 970)
(70, 60, 929)
(70, 55, 925)
(10, 70, 918)
(5, 30, 906)
(10, 40, 886)
(80, 60, 881)
(25, 50, 876)
(3, 20, 871)
(80, 55, 870)
(15, 45, 869)
(90, 60, 834)
(90, 55, 815)
(30, 50, 800)
(5, 25, 781)
(15, 70, 749)
(10, 35, 742)
(20, 45, 741)
(35, 50, 722)
(3, 15, 718)
(15, 40, 706)
(1, 5, 660)
(25, 45, 660)
(5, 20, 654)
(20, 70, 642)
(10, 30, 636)
(20, 40, 616)
(50, 50, 608)
(30, 45, 605)
(15, 35, 603)
(25, 70, 576)
(3, 10, 572)
(35, 45, 567)
(60, 50, 564)
(5, 15, 561)
(25, 40, 560)
(10, 25, 559)
(15, 30, 538)
(20, 35, 538)
(30, 70, 538)
(70, 50, 534)
(30, 40, 519)
(35, 70, 506)
(80, 50, 505)
(25, 35, 491)
(50, 45, 490)
(10, 20, 488)
(35, 40, 488)
(90, 50, 477)
(20, 30, 469)
(15, 25, 466)
(5, 10, 455)
(30, 35, 450)
(60, 45, 450)
(50, 70, 429)
(25, 30, 428)
(35, 35, 420)
(70, 45, 420)
(50, 40, 414)
(10, 15, 413)
(20, 25, 412)
(15, 20, 405)
(60, 70, 398)
(3, 5, 397)
(30, 30, 396)
(80, 45, 396)
(60, 40, 385)
(90, 45, 384)
(25, 25, 375)
(70, 70, 373)
(35, 30, 368)
(20, 20, 362)
(50, 35, 360)
(70, 40, 359)
(80, 70, 352)
(30, 25, 347)
(15, 15, 346)
(80, 40, 336)
(10, 10, 334)
(60, 35, 329)
(90, 70, 329)
(25, 20, 327)
(35, 25, 324)
(90, 40, 319)
(50, 30, 315)
(70, 35, 308)
(5, 5, 305)
(20, 15, 303)
(30, 20, 296)
(80, 35, 286)
(60, 30, 285)
(35, 20, 270)
(15, 10, 267)
(90, 35, 267)
(50, 25, 263)
(25, 15, 262)
(70, 30, 258)
(1, 1, 243)
(80, 30, 239)
(30, 15, 237)
(60, 25, 235)
(90, 30, 223)
(50, 20, 222)
(20, 10, 218)
(70, 25, 215)
(35, 15, 214)
(10, 5, 202)
(80, 25, 202)
(60, 20, 198)
(25, 10, 195)
(90, 25, 189)
(70, 20, 182)
(30, 10, 181)
(50, 15, 176)
(15, 5, 169)
(80, 20, 168)
(35, 10, 161)
(60, 15, 161)
(90, 20, 159)
(70, 15, 146)
(20, 5, 137)
(50, 10, 136)
(80, 15, 136)
(3, 1, 129)
(90, 15, 128)
(25, 5, 125)
(60, 10, 125)
(70, 10, 108)
(30, 5, 107)
(5, 1, 96)
(80, 10, 93)
(35, 5, 92)
(90, 10, 85)
(50, 5, 73)
(60, 5, 60)
(70, 5, 52)
(10, 1, 44)
(80, 5, 44)
(90, 5, 36)
(15, 1, 25)
(20, 1, 18)
(25, 1, 13)
(30, 1, 9)
(35, 1, 7)
(50, 1, 5)
(60, 1, 5)
(70, 1, 3)
(80, 1, 3)
(90, 1, 3)
